name,sport,sport_category,sport_subtype,city,country,continent,date,start_time,distance,description,participants
Spartan Barcelona,Spartan,Obstacle,Super,Barcelona,Spain,Europe,2025-10-18,08:00,10km,Spartan Super in Barcelona,1800
Spartan Tenerife,Spartan,Obstacle,Beast,Tenerife,Spain,Europe,2025-11-22,07:00,21km,Spartan Beast in Tenerife,1000
Valencia Marathon,Running,Road,Marathon,Valencia,Spain,Europe,2025-12-07,08:15,42.195km,"World Marathon Majors Qualifiers, Boston Qualifying Races",15000
Malaga Marathon (Generali Maratón Málaga),Running,Road,Half Marathon,Málaga,Spain,Europe,2025-12-14,08:30,21.0975km,Half marathon in Malaga,8000
Santa Pola International Half Marathon 10k,Running,Road,10k,Santa Pola,Spain,Europe,2026-01-18,09:00,10km,10k race in Santa Pola,2000
Santa Pola International Half Marathon,Running,Road,Half Marathon,Santa Pola,Spain,Europe,2026-01-18,09:00,21.0975km,Half marathon in Santa Pola,5000
Ultra Mediterrania 4km,Trail Running,Trail,Short,Alcoy,Spain,Europe,2026-01-25,09:00,4km,Short trail in Ultra Mediterrania,300
Ultra Mediterrania 11km,Trail Running,Trail,Short,Alcoy,Spain,Europe,2026-01-25,09:00,11km,Short trail in Ultra Mediterrania,400
Ultra Mediterrania 16km,Trail Running,Trail,Short,Alcoy,Spain,Europe,2026-01-25,09:00,16km,Short trail in Ultra Mediterrania,500
Ultra Mediterrania 25km,Trail Running,Trail,Medium,Alcoy,Spain,Europe,2026-01-25,08:30,25km,Medium trail in Ultra Mediterrania,600
Ultra Mediterrania 55km,Trail Running,Trail,Long,Alcoy,Spain,Europe,2026-01-25,07:00,55km,Long trail in Ultra Mediterrania,400
Ultra Mediterrania 84km,Trail Running,Trail,Ultra,Alcoy,Spain,Europe,2026-01-25,06:00,84km,Ultra trail in Ultra Mediterrania,200
Ultra Mediterrania 90km,Trail Running,Trail,Ultra,Alcoy,Spain,Europe,2026-01-25,06:00,90km,Ultra trail in Ultra Mediterrania,150
Ultra Mediterrania 162km,Trail Running,Trail,Ultra,Alcoy,Spain,Europe,2026-01-25,05:00,162km,Ultra trail in Ultra Mediterrania,100
Marathon Alicante,Running,Road,Marathon,Alicante,Spain,Europe,2025-11-30,08:30,42.195km,Marathon in Alicante,7000
Bagà Trail 5km,Trail Running,Trail,Short,Bagà,Spain,Europe,2025-10-03,08:00,5km,Trail running in Bagà 5km,300
Bagà Trail 21km,Trail Running,Trail,Half,Bagà,Spain,Europe,2025-10-03,08:00,21km,Trail running in Bagà 21km,500
Bagà Trail 42km,Trail Running,Trail,Marathon,Bagà,Spain,Europe,2025-10-03,07:30,42km,Trail running in Bagà 42km,400
Bagà Trail 100km,Trail Running,Trail,Ultra,Bagà,Spain,Europe,2025-10-03,06:00,100km,Trail running in Bagà 100km,200
Sant Francesc Xavier Triathlon,Triathlon,Multi,Olympic,Sant Francesc Xavier,Spain,Europe,2025-10-04,08:00,1.5/40/10,Triathlon in Sant Francesc Xavier,800
Palma Trail 10km,Trail Running,Trail,Short,Palma,Spain,Europe,2025-08-08,09:00,10km,Trail in Palma 10km,400
Palma Trail 16km,Trail Running,Trail,Short,Palma,Spain,Europe,2025-08-08,09:00,16km,Trail in Palma 16km,300
Formigales Trail,Trail Running,Trail,Various,Formigales,Spain,Europe,2025-08-30,08:00,20km,Trail in Formigales,500
Riaño Trail,Trail Running,Trail,Various,Riaño,Spain,Europe,2025-06-27,07:00,50km,Trail in Riaño,600
Madrid Trail 42km,Trail Running,Trail,Marathon,Madrid,Spain,Europe,2025-09-20,08:00,42km,Trail in Madrid 42km,700
Madrid Trail 65km,Trail Running,Trail,Long,Madrid,Spain,Europe,2025-09-20,07:00,65km,Trail in Madrid 65km,400
Madrid Trail 100km,Trail Running,Trail,Ultra,Madrid,Spain,Europe,2025-09-20,06:00,100km,Trail in Madrid 100km,200
Navacerrada Trail 11km,Trail Running,Trail,Short,Navacerrada,Spain,Europe,2025-10-10,09:00,11km,Trail in Navacerrada 11km,300
Navacerrada Trail 61km,Trail Running,Trail,Long,Navacerrada,Spain,Europe,2025-10-10,07:30,61km,Trail in Navacerrada 61km,400
Navacerrada Trail 104km,Trail Running,Trail,Ultra,Navacerrada,Spain,Europe,2025-10-10,06:00,104km,Trail in Navacerrada 104km,150
Calella Triathlon,Triathlon,Multi,Ironman,Calella,Spain,Europe,2025-10-05,07:00,3.8/180/42.2,Ironman distance triathlon in Calella,1500
L'Ampolla Triathlon,Triathlon,Multi,Ironman,L'Ampolla,Spain,Europe,2025-10-11,07:00,3.8/180/42.2,Ironman distance triathlon in L'Ampolla,1200
Barcelona Marathon,Running,Road,Marathon,Barcelona,Spain,Europe,2025-03-09,08:30,42.195km,Zurich Barcelona Marathon,16000
Sevilla Marathon,Running,Road,Marathon,Sevilla,Spain,Europe,2025-02-23,08:30,42.195km,Marathon in Sevilla,12000
San Sebastián Marathon,Running,Road,Marathon,San Sebastián,Spain,Europe,2025-11-09,08:30,42.195km,Marathon in San Sebastián,6000
Madrid Marathon,Running,Road,Marathon,Madrid,Spain,Europe,2025-04-27,08:30,42.195km,Marathon in Madrid,14000
Bilbao Marathon,Running,Road,Marathon,Bilbao,Spain,Europe,2025-10-12,08:30,42.195km,Marathon in Bilbao,5000
UTMB World Series Val d'Aran,Trail Running,Trail,Ultra,Vielha,Spain,Europe,2025-07-18,06:00,105km,UTMB World Series in Val d'Aran,2000
Zegama-Aizkorri,Trail Running,Trail,Marathon,Zegama,Spain,Europe,2025-05-25,08:00,42km,Iconic trail in Zegama,4000
Cavalls del Vent,Trail Running,Trail,Ultra,La Molina,Spain,Europe,2025-07-12,06:00,168km,Ultra trail in Pyrenees,800
Challenge Salou,Triathlon,Multi,Middle,Salou,Spain,Europe,2025-10-26,08:00,1.9/90/21.1,Challenge Family triathlon in Salou,1500
XTERRA European Championship,Triathlon,Multi,Offroad,Gozón,Spain,Europe,2025-09-14,08:00,1.5/32/10,XTERRA offroad tri in Spain,1000
TUI Palma Marathon,Running,Road,Marathon,Palma,Spain,Europe,2026-10-18,08:00,42.195km,Marathon in Palma,8000
GENERALI Málaga Marathon,Running,Road,Marathon,Málaga,Spain,Europe,2025-12-13,08:30,42.195km,Marathon in Malaga,10000
IRONMAN 70.3 Marbella,Triathlon,Multi,Half Ironman,Marbella,Spain,Europe,2025-10-19,07:00,1.9/90/21.1,IRONMAN 70.3 World Championship in Marbella,2500
World Triathlon Multisport Championships Pontevedra,Triathlon,Multi,Various,Pontevedra,Spain,Europe,2025-05-30,08:00,Various,World Championships multisport in Pontevedra,3000
Spain T100 Triathlon,Triathlon,Multi,Long,Oropesa del Mar,Spain,Europe,2025-09-20,07:00,2/80/18,T100 Triathlon pro race in Spain,1000
Maratón de Almagro,Running,Road,Marathon,Almagro,Spain,Europe,2026-01-25,09:00,42.195km,Marathon in Almagro with half and 10K options,3000
TotalEnergies Maratón de Murcia Costa Cálida,Running,Road,Marathon,Murcia,Spain,Europe,2026-02-01,08:30,42.195km,Marathon in Murcia with half and 10K,8000
Maratón de Don Benito,Running,Road,Marathon,Don Benito,Spain,Europe,2026-02-08,08:45,42.195km,Marathon in Don Benito with half option,4000
Maratón de Sevilla,Running,Road,Marathon,Sevilla,Spain,Europe,2026-02-15,08:30,42.195km,Marathon in Sevilla,12000
Maratón de Castellón,Running,Road,Marathon,Castellón,Spain,Europe,2026-02-22,08:30,42.195km,Marathon in Castellón with 10K,7000
Mitja Marató de Granollers,Running,Road,Half Marathon,Granollers,Spain,Europe,2026-01-18,09:00,21.0975km,Half marathon in Granollers,5000
Media Maratón de Castellón,Running,Road,Half Marathon,Castellón,Spain,Europe,2026-01-25,09:00,21.0975km,Half marathon in Castellón,6000
Media Maratón de Sevilla,Running,Road,Half Marathon,Sevilla,Spain,Europe,2026-01-25,09:15,21.0975km,Half marathon in Sevilla,10000
Media Maratón de Terrassa,Running,Road,Half Marathon,Terrassa,Spain,Europe,2026-02-01,09:00,21.0975km,Half marathon in Terrassa,4000
Media Maratón de Barcelona,Running,Road,Half Marathon,Barcelona,Spain,Europe,2026-02-15,09:00,21.0975km,Half marathon in Barcelona,12000
Media Maratón de Alicante,Running,Road,Half Marathon,Alicante,Spain,Europe,2026-02-22,09:00,21.0975km,Half marathon in Alicante,5000
10K Valencia,Running,Road,10k,Valencia,Spain,Europe,2026-01-11,08:30,10km,Popular 10K race in Valencia,8000
Zurich Rock 'n' Roll Running Series Madrid 10K,Running,Road,10k,Madrid,Spain,Europe,2026-03-15,09:00,10km,Music-themed 10K in Madrid,10000
Maratón de Valencia,Running,Road,Marathon,Valencia,Spain,Europe,2026-12-06,08:15,42.195km,Fast marathon in Valencia with qualifiers,15000
Maratón de San Sebastián,Running,Road,Marathon,San Sebastián,Spain,Europe,2026-11-08,08:30,42.195km,Scenic marathon in San Sebastián,6000
Maratón de Bilbao,Running,Road,Marathon,Bilbao,Spain,Europe,2026-10-11,08:30,42.195km,Urban marathon in Bilbao,5000
Media Maratón de Madrid,Running,Road,Half Marathon,Madrid,Spain,Europe,2026-03-22,09:00,21.0975km,Half marathon in Madrid,14000
Maratón de Jerez de la Frontera,Running,Road,Marathon,Jerez de la Frontera,Spain,Europe,2026-04-12,08:45,42.195km,Sherry Marathon in Jerez with multiple distances,4000
Maratón de Zaragoza,Running,Road,Marathon,Zaragoza,Spain,Europe,2026-04-19,08:30,42.195km,Marathon in Zaragoza with half and 10K,6000
Maratón Costa Brava,Running,Road,Marathon,Lloret de Mar,Spain,Europe,2026-04-26,08:30,42.195km,Coastal marathon in Costa Brava,3000
Maratón de Madrid,Running,Road,Marathon,Madrid,Spain,Europe,2026-04-26,08:30,42.195km,Marathon in Madrid with half and 10K,14000
Maratón de Barcelona,Running,Road,Marathon,Barcelona,Spain,Europe,2026-03-15,08:30,42.195km,Zurich Barcelona Marathon,16000
Carrera Popular de Paracuellos de Jarama Night Run,Running,Road,10k,Paracuellos de Jarama,Spain,Europe,2026-06-06,21:00,10km,Night run popular race in Paracuellos,2000
Carrera de Navidad de Soto del Real,Running,Road,10k,Soto del Real,Spain,Europe,2026-12-20,10:00,10km,Christmas popular race in Soto del Real,1500
Carrera Popular Corre por el Niño,Running,Road,10k,Madrid,Spain,Europe,2026-10-20,10:00,10km,Charity popular race in Madrid with 5K option,3000
