name,sport,sport_category,sport_subtype,city,country,continent,date,start_time,distance,description,participants
Semi-Marathon de Metz,Running,Road Running,Half Marathon,Metz,France,Europe,2026-10-19,09:00,21.1km,Mirabelles half,11000
HYROX Besançon,Hyrox,Indoor Fitness Race,Open,Besançon,France,Europe,2026-11-22,08:00,Hyrox,Citadel city race,6100
Spartan Super Luberon,Spartan,Obstacle Race,Super,Apt,France,Europe,2026-04-13,07:30,10K,Provence hills Super,5700
Triathlon Cap d’Agde,Triathlon,Olympic Distance,,Cap d’Agde,France,Europe,2026-05-25,09:00,Standard,Mediterranean resort tri,2200
Ultra-Trail des Monts d’Arrée,Trail Running,Ultra Trail,100K,Huelgoat,France,Europe,2026-06-29,05:00,100km,Brittany wild ultra,1200
Marathon de Vannes,Running,Road Running,Marathon,Vannes,France,Europe,2026-10-12,09:00,42.2km,Gulf of Morbihan marathon,8000
HYROX Troyes,Hyrox,Indoor Fitness Race,Open,Troyes,France,Europe,2026-03-08,08:00,Hyrox,Champagne medieval city race,5900
Spartan Sprint Angers,Spartan,Obstacle Race,Sprint,Angers,France,Europe,2026-11-15,08:30,5K,Loire castles Sprint,6200
Triathlon Half Cannes,Triathlon,Half Ironman,,Cannes,France,Europe,2026-04-27,07:00,Half Ironman,Film festival 70.3,3000
Trail du Pic Saint-Loup,Trail Running,Trail Race,45K,Saint-Mathieu-de-Tréviers,France,Europe,2026-03-23,08:00,45km,Languedoc iconic peak trail,1900
10K de Rennes,Running,Road Running,10K,Rennes,France,Europe,2026-10-12,09:30,10km,Brittany capital race,13000
HYROX Mulhouse,Hyrox,Indoor Fitness Race,Open,Mulhouse,France,Europe,2026-12-13,08:00,Hyrox,Alsace industrial finale,6000
Spartan Beast Massif des Maures,Spartan,Obstacle Race,Beast,La Garde-Freinet,France,Europe,2026-05-11,07:00,21K,Provençal wild Beast,4900
Triathlon Porto-Vecchio,Triathlon,Olympic Distance,,Porto-Vecchio,France,Europe,2026-06-08,09:00,Standard,South Corsica tri,2000
Trail des Gorges du Verdon,Trail Running,Trail Race,60K,La Palud-sur-Verdon,France,Europe,2026-06-22,06:00,60km,Europe’s Grand Canyon trail,1800
Semi-Marathon de Montpellier,Running,Road Running,Half Marathon,Montpellier,France,Europe,2026-03-30,09:00,21.1km,Mediterranean half,14000
HYROX La Rochelle,Hyrox,Indoor Fitness Race,Open,La Rochelle,France,Europe,2026-09-27,08:00,Hyrox,Atlantic fortress race,6400
Spartan Super Pyrenees Oriental,Spartan,Obstacle Race,Super,Font-Romeu,France,Europe,2026-07-05,07:30,10K,Catalan Pyrenees Super,5600
Triathlon Half Saint-Jean-de-Luz,Triathlon,Half Ironman,,Saint-Jean-de-Luz,France,Europe,2026-06-29,07:30,Half Ironman,Basque coast 70.3,2500
Trail du Moucherotte,Trail Running,Trail Race,42K,Lans-en-Vercors,France,Europe,2026-04-13,08:00,42km,Vercors classic trail,1700
Marathon des Causses,Running,Road Running,Marathon,Millau,France,Europe,2026-10-19,09:00,42.2km,Viaduct & gorges marathon,6500
HYROX Vannes,Hyrox,Indoor Fitness Race,Open,Vannes,France,Europe,2026-10-11,08:00,Hyrox,Brittany gulf race,6100
Spartan Sprint Orléans,Spartan,Obstacle Race,Sprint,Orléans,France,Europe,2026-05-24,08:30,5K,Joan of Arc Sprint,6300
Triathlon Arcachon,Triathlon,Olympic Distance,,Arcachon,France,Europe,2026-09-21,09:00,Standard,Bassin d’Arcachon tri,2300
Ultra-Trail de la Côte Bleue,Trail Running,Ultra Trail,100K,Martigues,France,Europe,2026-04-26,05:00,100km,Mediterranean blue coast ultra,1200
10K de La Rochelle,Running,Road Running,10K,La Rochelle,France,Europe,2026-11-02,09:30,10km,Atlantic port race,11000
HYROX Calais,Hyrox,Indoor Fitness Race,Open,Calais,France,Europe,2026-02-22,08:00,Hyrox,Channel coast race,6000
Spartan Beast Chartreuse,Spartan,Obstacle Race,Beast,Saint-Pierre-de-Chartreuse,France,Europe,2026-06-28,07:00,21K,Mysterious Chartreuse Beast,5000
Triathlon Half Royan,Triathlon,Half Ironman,,Royan,France,Europe,2026-09-14,07:30,Half Ironman,Atlantic coast 70.3,2600
Trail du Mont Olympe,Trail Running,Trail Race,50K,Briançon,France,Europe,2026-07-13,07:00,50km,Highest city in Europe trail,1600
Semi-Marathon de Nancy,Running,Road Running,Half Marathon,Nancy,France,Europe,2026-05-18,09:00,21.1km,Place Stanislas half,12000
HYROX Arras,Hyrox,Indoor Fitness Race,Open,Arras,France,Europe,2026-11-08,08:00,Hyrox,Flanders squares race,5900
Spartan Super Mercantour,Spartan,Obstacle Race,Super,Saint-Martin-Vésubie,France,Europe,2026-07-19,07:30,10K,Alpine national park Super,5500
Triathlon Bastia,Triathlon,Olympic Distance,,Bastia,France,Europe,2026-06-15,09:00,Standard,North Corsica tri,1800
Trail du Grand Ballon,Trail Running,Trail Race,47K,Willers,France,Europe,2026-05-25,08:00,47km,Vosges highest peak trail,1800
Marathon de Deauville,Running,Road Running,Marathon,Deauville,France,Europe,2026-11-02,09:00,42.2km,Normandy luxury marathon,7000
HYROX Le Mans,Hyrox,Indoor Fitness Race,Open,Le Mans,France,Europe,2026-06-14,08:00,Hyrox,24h circuit city race,6400
Spartan Sprint Limoges,Spartan,Obstacle Race,Sprint,Limoges,France,Europe,2026-10-25,08:30,5K,Porcelain Sprint,6000
Triathlon Half Biarritz,Triathlon,Half Ironman,,Biarritz,France,Europe,2026-06-15,07:00,Half Ironman,Basque surf 70.3,2900
Trail de la Vallée des Lacs,Trail Running,Trail Race,55K,Gérardmer,France,Europe,2026-08-10,07:00,55km,Vosges lakes trail,1700
10K de Brest,Running,Road Running,10K,Brest,France,Europe,2026-10-19,09:30,10km,Westernmost race,9000
HYROX Bayonne,Hyrox,Indoor Fitness Race,Open,Bayonne,France,Europe,2026-09-13,08:00,Hyrox,Basque festival city race,6200
Spartan Beast Réunion,Spartan,Obstacle Race,Beast,Saint-Denis,France,Europe,2026-05-18,07:00,21K,Volcanic island Beast (overseas),4500
Triathlon Half Lorient,Triathlon,Half Ironman,,Lorient,France,Europe,2026-09-07,07:30,Half Ironman,Brittany naval 70.3,2400
Trail du Bélier,Trail Running,Trail Race,42K,La Clusaz,France,Europe,2026-08-24,08:00,42km,Aravis mountains trail,2000
Semi-Marathon de Reims,Running,Road Running,Half Marathon,Reims,France,Europe,2026-10-19,09:00,21.1km,Champagne half,13000
HYROX Chartres,Hyrox,Indoor Fitness Race,Open,Chartres,France,Europe,2026-04-26,08:00,Hyrox,Cathedral city race,6000
Spartan Sprint Poitiers,Spartan,Obstacle Race,Sprint,Poitiers,France,Europe,2026-11-29,08:30,5K,Futuroscope Sprint,6100
Triathlon Evian,Triathlon,Olympic Distance,,Evian-les-Bains,France,Europe,2026-06-29,09:00,Standard,Lake Geneva tri,2200
Ultra-Trail du Mont Rose,Spartan,Obstacle Race,Ultra,Saint-Martin-de-Belleville,France,Europe,2026-07-12,05:00,50K,Spartan-style ultra (rare),3200
Marathon du Golfe de Saint-Tropez,Running,Road Running,Marathon,Sainte-Maxime,France,Europe,2026-03-16,09:00,42.2km,Chic Riviera marathon,7500
HYROX Saint-Étienne,Hyrox,Indoor Fitness Race,Open,Saint-Étienne,France,Europe,2026-12-07,08:00,Hyrox,Design city finale,6100
Spartan Super Corsica,Spartan,Obstacle Race,Super,Porto-Vecchio,France,Europe,2026-05-17,07:30,10K,South Corsica Super,5100
Triathlon Half Arcachon,Triathlon,Half Ironman,,Arcachon,France,Europe,2026-09-21,07:30,Half Ironman,Bassin d’Arcachon 70.3,2500
Trail du Tour des Fiz,Trail Running,Trail Race,60K,Passy,France,Europe,2026-07-27,05:00,60km,Mont Blanc massif trail,1600
10K de Dijon,Running,Road Running,10K,Dijon,France,Europe,2026-05-11,09:30,10km,Mustard capital race,10000
HYROX Lorient,Hyrox,Indoor Fitness Race,Open,Lorient,France,Europe,2026-06-21,08:00,Hyrox,Brittany naval city race,6000
Spartan Beast Provence,Spartan,Obstacle Race,Beast,Luberon,France,Europe,2026-04-27,07:00,21K,Lavender fields Beast,5000
Triathlon Saint-Raphaël,Triathlon,Olympic Distance,,Saint-Raphaël,France,Europe,2026-05-04,09:00,Standard,Côte d’Azur tri,2100
Trail des Reculées,Trail Running,Trail Race,50K,Baume-les-Messieurs,France,Europe,2026-04-13,08:00,50km,Jura waterfalls trail,1700
Semi-Marathon de Toulon,Running,Road Running,Half Marathon,Toulon,France,Europe,2026-11-30,09:00,21.1km,Mediterranean half,10000
HYROX Albi,Hyrox,Indoor Fitness Race,Open,Albi,France,Europe,2026-10-04,08:00,Hyrox,Red brick cathedral race,5900
Spartan Sprint Bayonne,Spartan,Obstacle Race,Sprint,Bayonne,France,Europe,2026-09-13,08:30,5K,Basque festival Sprint,6300
Triathlon Half Saint-Tropez,Triathlon,Half Ironman,,Saint-Tropez,France,Europe,2026-04-27,07:00,Half Ironman,Glamour 70.3,2800
Trail du Val d’Allos,Trail Running,Trail Race,45K,Allos,France,Europe,2026-07-20,07:00,45km,Southern Alps trail,1500
Marathon de Biarritz,Running,Road Running,Marathon,Biarritz,France,Europe,2026-06-15,09:00,42.2km,Basque surf marathon,8000
HYROX Valenciennes,Hyrox,Indoor Fitness Race,Open,Valenciennes,France,Europe,2026-03-15,08:00,Hyrox,Northern coal city race,5800
Spartan Super Jura,Spartan,Obstacle Race,Super,Les Rousses,France,Europe,2026-09-13,07:30,10K,Lake district Super,5500
Triathlon Corte,Triathlon,Olympic Distance,,Corte,France,Europe,2026-06-14,09:00,Standard,Corsican mountain tri,1700
Ultra-Trail de la Brèche,Trail Running,Ultra Trail,100K,Briançon,France,Europe,2026-07-13,04:00,100km,High passes ultra,1100
10K de Nîmes,Running,Road Running,10K,Nîmes,France,Europe,2026-05-18,09:30,10km,Roman arena race,9500
HYROX Pau,Hyrox,Indoor Fitness Race,Open,Pau,France,Europe,2026-11-01,08:00,Hyrox,Pyrenees gateway race,6200
Spartan Beast Auvergne,Spartan,Obstacle Race,Beast,Puy de Dôme,France,Europe,2026-06-08,07:00,21K,Volcanic Beast,5100
Triathlon Half La Rochelle,Triathlon,Half Ironman,,La Rochelle,France,Europe,2026-06-22,07:30,Half Ironman,Atlantic fortress 70.3,2700
Trail des Bauges,Trail Running,Trail Race,52K,Le Châtelard,France,Europe,2026-09-07,07:00,52km,Savoie wild massif trail,1600
Semi-Marathon de Biarritz,Running,Road Running,Half Marathon,Biarritz,France,Europe,2026-06-15,09:00,21.1km,Basque coast half,12000
HYROX Carcassonne,Hyrox,Indoor Fitness Race,Open,Carcassonne,France,Europe,2026-04-12,08:00,Hyrox,Medieval fortress race,6400
Spartan Sprint Alès,Spartan,Obstacle Race,Sprint,Alès,France,Europe,2026-10-18,08:30,5K,Cévennes Sprint,5900
Triathlon Quimper,Triathlon,Olympic Distance,,Quimper,France,Europe,2026-07-13,09:00,Standard,Brittany Celtic tri,1900
Trail du Lac d’Annecy,Trail Running,Trail Race,44K,Talloires,France,Europe,2026-05-25,08:00,44km,Lake Annecy trail,2000
Marathon du Luberon,Running,Road Running,Marathon,Apt,France,Europe,2026-10-12,09:00,42.2km,Provence hills marathon,6000
HYROX Tarbes,Hyrox,Indoor Fitness Race,Open,Tarbes,France,Europe,2026-09-20,08:00,Hyrox,Pyrenees foothills race,5800
Spartan Super Réunion,Spartan,Obstacle Race,Super,Saint-Leu,France,Europe,2026-05-17,07:30,10K,Indian Ocean Super (overseas),4800
Triathlon Half Corte,Triathlon,Half Ironman,,Corte,France,Europe,2026-06-14,07:30,Half Ironman,Corsican mountain 70.3,2200
Trail du Montcalm,Trail Running,Trail Race,65K,Auzat,France,Europe,2026-08-17,05:00,65km,Pyrenees Ariégeois trail,1400
10K de Pau,Running,Road Running,10K,Pau,France,Europe,2026-11-09,09:30,10km,Pyrenees panorama race,8500
HYROX Béziers,Hyrox,Indoor Fitness Race,Open,Béziers,France,Europe,2026-11-29,08:00,Hyrox,Languedoc wine city race,6000
Spartan Beast Mercantour,Spartan,Obstacle Race,Beast,Valdeblore,France,Europe,2026-07-19,07:00,21K,Alps-Maritimes Beast,4900
Triathlon Lorient,Triathlon,Olympic Distance,,Lorient,France,Europe,2026-09-07,09:00,Standard,Brittany naval tri,2000
Ultra-Trail du Vercors,Trail Running,Ultra Trail,85K,Villard-de-Lans,France,Europe,2026-09-07,05:00,85km,Vercors plateau ultra,1300
Semi-Marathon de La Rochelle,Running,Road Running,Half Marathon,La Rochelle,France,Europe,2026-11-30,09:00,21.1km,Atlantic port half,13000
